booking_no,booking_date,branch_id,client_id,pickup_address,delivery_address,origin_city,dest_city,material,weight_t,quantity,packages,insurance,declared_value,freight,gst_mode,gst_pct,gst_amount,insurance_amt,total,remarks,booking_user_id,priority,status
BKG-4422,2026-07-09,BR-005,CUST-0072,"Gate 3, Indore","Godown, Jaipur",Indore,Jaipur,FMCG cartons,8.6,172,206 pkgs,Insured,279000,9300,RCM,5,465,120,9885,,USR-0124,Normal,Closed
BKG-4423,2026-08-11,BR-016,CUST-0069,"Gate 1, Bengaluru","Godown, Raipur",Bengaluru,Raipur,FMCG cartons,6.5,195,195 pkgs,Not insured,0,10700,RCM,5,535,0,11235,Tarpaulin required,USR-0079,Normal,Delivered
BKG-4424,2026-08-18,BR-015,CUST-0190,"Gate 1, Kolkata","Warehouse, Lucknow",Kolkata,Lucknow,Textile bales,11.8,236,212 bales,Not insured,0,16100,FCM,12,1932,0,18032,Tarpaulin required,USR-0072,Normal,Delivered
BKG-4425,2026-07-05,BR-007,CUST-0204,"Gate 2, Jaipur","Warehouse, Bengaluru",Jaipur,Bengaluru,Steel coils,24.4,439,439 coils,Not insured,0,44600,RCM,5,2230,0,46830,,USR-0053,Normal,Delivered
BKG-4426,2026-08-15,BR-001,CUST-0091,"Gate 4, Nagpur","Warehouse, Jaipur",Nagpur,Jaipur,TMT bars,16.3,293,293 bundles,Not insured,0,19000,RCM,5,950,0,19950,Handle with care · fragile packaging,USR-0070,Normal,Delivered
BKG-4427,2026-07-24,BR-006,CUST-0114,"Gate 2, Raipur","Warehouse, Kanpur",Raipur,Kanpur,Packaged goods,8.7,261,261 pkgs,Not insured,0,10400,RCM,5,520,0,10920,Tarpaulin required,USR-0085,Normal,Delivered
BKG-4428,2026-08-26,BR-005,CUST-0056,"Gate 3, Indore","Depot, Gurugram",Indore,Gurugram,PVC granules,4.9,98,147 bags,Not insured,0,7200,FCM,18,1296,0,8496,Handle with care · fragile packaging,USR-0135,Priority,In Transit
BKG-4429,2026-08-28,BR-006,CUST-0133,"Gate 5, Raipur","Warehouse, Jaipur",Raipur,Jaipur,Construction hardware,5.6,101,112 pkgs,Insured,267000,8900,FCM,18,1602,110,10612,,USR-0124,Priority,Vehicle Allocated
BKG-4430,2026-08-16,BR-001,CUST-0098,"Gate 5, Nagpur","Warehouse, Pune",Nagpur,Pune,Steel coils,14.5,348,290 coils,Insured,477000,15900,RCM,5,795,200,16895,,USR-0068,Priority,Delivered
BKG-4431,2026-08-16,BR-003,CUST-0132,"Gate 6, Mumbai","Depot, Bengaluru",Mumbai,Bengaluru,Packaged goods,12.2,244,220 pkgs,Not insured,0,16100,RCM,5,805,0,16905,Tarpaulin required,USR-0142,Normal,Closed
BKG-4432,2026-08-09,BR-001,CUST-0007,"Gate 4, Nagpur","Godown, Ahmedabad",Nagpur,Ahmedabad,Packaged goods,9.1,164,273 pkgs,Not insured,0,11600,FCM,18,2088,0,13688,Handle with care · fragile packaging,USR-0065,Priority,Closed
BKG-4433,2026-08-24,BR-014,CUST-0150,"Gate 3, Hyderabad","Depot, Gurugram",Hyderabad,Gurugram,Polymer granules,12.2,366,220 bags,Not insured,0,20200,RCM,5,1010,0,21210,,USR-0141,Normal,Delivered
BKG-4434,2026-08-13,BR-007,CUST-0074,"Gate 1, Jaipur","Warehouse, Lucknow",Jaipur,Lucknow,Agro produce,3,90,72 bags,Not insured,0,5000,RCM,5,250,0,5250,Deliver before 18:00,USR-0136,Normal,Closed
BKG-4435,2026-08-21,BR-009,CUST-0065,"Gate 4, Kanpur","Godown, Ahmedabad",Kanpur,Ahmedabad,Textile bales,12,240,360 bales,Insured,486000,16200,RCM,5,810,200,17210,Tarpaulin required,USR-0147,Normal,In Transit
BKG-4436,2026-08-11,BR-010,CUST-0053,"Gate 4, Nashik","Godown, Lucknow",Nashik,Lucknow,Ceramic tiles,4.3,86,77 boxes,Not insured,0,8100,RCM,5,405,0,8505,,USR-0059,Priority,Closed
BKG-4437,2026-08-05,BR-015,CUST-0160,"Gate 4, Kolkata","Godown, Bengaluru",Kolkata,Bengaluru,Construction hardware,20.7,621,414 pkgs,Insured,1146000,38200,RCM,5,1910,480,40590,Deliver before 18:00,USR-0100,Normal,Closed
BKG-4438,2026-08-04,BR-007,CUST-0074,"Gate 1, Jaipur","Warehouse, Surat",Jaipur,Surat,Polymer granules,6.8,204,122 bags,Not insured,0,9300,RCM,5,465,0,9765,,USR-0055,Priority,Delivered
BKG-4439,2026-08-19,BR-011,CUST-0022,"Gate 3, Bhopal","Warehouse, Pune",Bhopal,Pune,Copper wire coils,13.2,396,396 coils,Not insured,0,15000,RCM,5,750,0,15750,,USR-0118,Priority,Closed
BKG-4440,2026-08-02,BR-013,CUST-0017,"Gate 3, Ahmedabad","Depot, Gurugram",Ahmedabad,Gurugram,Copper wire coils,15.1,272,362 coils,Not insured,0,18200,FCM,12,2184,0,20384,,USR-0119,Normal,Closed
BKG-4441,2026-08-22,BR-014,CUST-0050,"Gate 1, Hyderabad","Godown, Mumbai",Hyderabad,Mumbai,Packaged goods,4.6,138,110 pkgs,Insured,204000,6800,RCM,5,340,80,7220,Handle with care · fragile packaging,USR-0071,Normal,Delivered
BKG-4442,2026-08-12,BR-005,CUST-0177,"Gate 6, Indore","Warehouse, Raipur",Indore,Raipur,PVC granules,18,360,360 bags,Not insured,0,19100,FCM,12,2292,0,21392,Deliver before 18:00,USR-0092,Normal,Delivered
BKG-4443,2026-07-30,BR-012,CUST-0183,"Gate 4, Lucknow","Depot, Raipur",Lucknow,Raipur,Packaged goods,6.3,189,126 pkgs,Insured,252000,8400,RCM,5,420,100,8920,Handle with care · fragile packaging,USR-0051,Normal,Closed
BKG-4444,2026-08-30,BR-010,CUST-0081,"Gate 4, Nashik","Warehouse, Bhopal",Nashik,Bhopal,Copper wire coils,22.6,452,452 coils,Not insured,0,21600,RCM,5,1080,0,22680,Tarpaulin required,USR-0077,Priority,Vehicle Allocated
BKG-4445,2026-08-05,BR-004,CUST-0073,"Gate 4, Pune","Godown, Ahmedabad",Pune,Ahmedabad,Construction hardware,4.8,115,86 pkgs,Not insured,0,6500,FCM,12,780,0,7280,Handle with care · fragile packaging,USR-0043,Normal,Closed
BKG-4446,2026-07-13,BR-005,CUST-0026,"Gate 5, Indore","Depot, Morbi",Indore,Morbi,Cement bags — OPC 53 grade,24.8,744,744 bags,Not insured,0,23300,RCM,5,1165,0,24465,Tarpaulin required,USR-0122,Normal,Delivered
BKG-4447,2026-08-12,BR-009,CUST-0015,"Gate 2, Kanpur","Warehouse, Indore",Kanpur,Indore,Packaged goods,13.2,238,264 pkgs,Not insured,0,14700,RCM,5,735,0,15435,Tarpaulin required,USR-0048,Priority,Closed
BKG-4448,2026-08-30,BR-007,CUST-0100,"Gate 4, Jaipur","Depot, Lucknow",Jaipur,Lucknow,Packaged goods,15.6,374,374 pkgs,Not insured,0,15500,FCM,12,1860,0,17360,,USR-0075,Priority,Confirmed
BKG-4449,2026-08-27,BR-006,CUST-0110,"Gate 2, Raipur","Depot, Bhopal",Raipur,Bhopal,Steel coils,16.1,290,322 coils,Insured,468000,15600,RCM,5,780,200,16580,Tarpaulin required,USR-0071,Priority,Vehicle Allocated
BKG-4450,2026-09-01,BR-014,CUST-0201,"Gate 6, Hyderabad","Warehouse, Bhopal",Hyderabad,Bhopal,FMCG cartons,4.1,123,82 pkgs,Not insured,0,6400,RCM,5,320,0,6720,,USR-0049,Normal,Draft
BKG-4451,2026-08-11,BR-011,CUST-0194,"Gate 1, Bhopal","Godown, Kanpur",Bhopal,Kanpur,Construction hardware,12.5,300,375 pkgs,Insured,372000,12400,RCM,5,620,160,13180,Tarpaulin required,USR-0068,Normal,Closed
BKG-4452,2026-08-21,BR-002,CUST-0207,"Gate 2, Delhi","Warehouse, Pune",Delhi,Pune,Textile bales,6.1,110,122 bales,Not insured,0,11000,FCM,18,1980,0,12980,Tarpaulin required,USR-0044,Priority,Delivered
BKG-4453,2026-08-15,BR-017,CUST-0152,"Gate 3, Gurugram","Warehouse, Nagpur",Gurugram,Nagpur,Steel coils,23.6,566,472 coils,Insured,864000,28800,RCM,5,1440,360,30600,Deliver before 18:00,USR-0146,Priority,Closed
BKG-4454,2026-08-25,BR-016,CUST-0042,"Gate 1, Bengaluru","Depot, Mumbai",Bengaluru,Mumbai,Agro produce,6.9,207,207 bags,Not insured,0,10200,RCM,5,510,0,10710,Deliver before 18:00,USR-0095,Normal,Cancelled
BKG-4455,2026-08-18,BR-009,CUST-0059,"Gate 3, Kanpur","Warehouse, Delhi",Kanpur,Delhi,Construction hardware,9,216,270 pkgs,Insured,273000,9100,RCM,5,455,110,9665,,USR-0070,Priority,Delivered
BKG-4456,2026-07-05,BR-001,CUST-0140,"Gate 6, Nagpur","Depot, Kanpur",Nagpur,Kanpur,Construction hardware,8,240,192 pkgs,Insured,294000,9800,RCM,5,490,120,10410,Deliver before 18:00,USR-0092,Normal,Closed
BKG-4457,2026-07-29,BR-010,CUST-0212,"Gate 6, Nashik","Godown, Bhopal",Nashik,Bhopal,Construction hardware,17,340,340 pkgs,Insured,504000,16800,FCM,12,2016,210,19026,,USR-0046,Normal,Delivered
BKG-4458,2026-08-12,BR-010,CUST-0116,"Gate 4, Nashik","Warehouse, Kolkata",Nashik,Kolkata,Copper wire coils,10.3,185,185 coils,Insured,603000,20100,RCM,5,1005,250,21355,Tarpaulin required,USR-0046,Priority,Delivered
BKG-4459,2026-08-26,BR-004,CUST-0107,"Gate 4, Pune","Warehouse, Bengaluru",Pune,Bengaluru,PVC granules,17.1,513,513 bags,Insured,600000,20000,RCM,5,1000,250,21250,,USR-0088,Normal,Vehicle Allocated
BKG-4460,2026-08-28,BR-001,CUST-0004,"Gate 4, Nagpur","Godown, Lucknow",Nagpur,Lucknow,Textile bales,4.4,88,88 bales,Not insured,0,6700,RCM,5,335,0,7035,Handle with care · fragile packaging,USR-0148,Normal,In Transit
BKG-4461,2026-07-23,BR-017,CUST-0152,"Gate 3, Gurugram","Godown, Mumbai",Gurugram,Mumbai,Cement bags — OPC 53 grade,6.3,126,126 bags,Insured,330000,11000,RCM,5,550,140,11690,Deliver before 18:00,USR-0091,Normal,Delivered
BKG-4462,2026-08-02,BR-005,CUST-0072,"Gate 3, Indore","Godown, Nagpur",Indore,Nagpur,Copper wire coils,21.1,506,422 coils,Not insured,0,17700,RCM,5,885,0,18585,Handle with care · fragile packaging,USR-0145,Normal,Closed
BKG-4463,2026-08-06,BR-012,CUST-0006,"Gate 3, Lucknow","Depot, Raipur",Lucknow,Raipur,Steel coils,28.4,511,511 coils,Not insured,0,29000,RCM,5,1450,0,30450,Tarpaulin required,USR-0120,Normal,Delivered
BKG-4464,2026-08-07,BR-010,CUST-0151,"Gate 2, Nashik","Godown, Delhi",Nashik,Delhi,Polymer granules,9.9,238,238 bags,Insured,453000,15100,RCM,5,755,190,16045,Handle with care · fragile packaging,USR-0074,Normal,Delivered
BKG-4465,2026-08-06,BR-012,CUST-0010,"Gate 6, Lucknow","Warehouse, Kanpur",Lucknow,Kanpur,Packaged goods,5.8,116,116 pkgs,Not insured,0,5200,RCM,5,260,0,5460,,USR-0063,Normal,Delivered
BKG-4466,2026-08-07,BR-011,CUST-0179,"Gate 4, Bhopal","Godown, Kanpur",Bhopal,Kanpur,Construction hardware,17.2,344,516 pkgs,Not insured,0,16100,RCM,5,805,0,16905,Handle with care · fragile packaging,USR-0090,Priority,Delivered
BKG-4467,2026-07-19,BR-008,CUST-0086,"Gate 1, Surat","Warehouse, Nashik",Surat,Nashik,PVC granules,6.8,204,163 bags,Not insured,0,6200,RCM,5,310,0,6510,Deliver before 18:00,USR-0137,Priority,Closed
BKG-4468,2026-07-24,BR-011,CUST-0014,"Gate 2, Bhopal","Warehouse, Morbi",Bhopal,Morbi,Copper wire coils,5.1,153,102 coils,Insured,225000,7500,RCM,5,375,90,7965,,USR-0137,Normal,Delivered
BKG-4469,2026-08-09,BR-009,CUST-0015,"Gate 2, Kanpur","Godown, Bhopal",Kanpur,Bhopal,Cement bags — OPC 53 grade,22.4,538,448 bags,Not insured,0,20200,RCM,5,1010,0,21210,Deliver before 18:00,USR-0096,Normal,Closed
BKG-4470,2026-07-13,BR-008,CUST-0178,"Gate 5, Surat","Godown, Pune",Surat,Pune,PVC granules,4.8,115,86 bags,Not insured,0,5700,FCM,18,1026,0,6726,Tarpaulin required,USR-0051,Normal,Delivered
BKG-4471,2026-08-28,BR-001,CUST-0091,"Gate 4, Nagpur","Godown, Kolkata",Nagpur,Kolkata,Steel coils,13.5,243,405 coils,Not insured,0,19000,RCM,5,950,0,19950,Tarpaulin required,USR-0057,Priority,In Transit
BKG-4472,2026-08-30,BR-018,CUST-0003,"Gate 4, Morbi","Depot, Delhi",Morbi,Delhi,Agro produce,16.4,295,295 bags,Not insured,0,21700,RCM,5,1085,0,22785,,USR-0062,Normal,Confirmed
BKG-4473,2026-08-31,BR-002,CUST-0077,"Gate 5, Delhi","Warehouse, Kolkata",Delhi,Kolkata,Agro produce,14,252,336 bags,Not insured,0,23600,RCM,5,1180,0,24780,,USR-0146,Normal,Confirmed
BKG-4474,2026-08-14,BR-009,CUST-0208,"Gate 1, Kanpur","Depot, Pune",Kanpur,Pune,PVC granules,15.8,379,284 bags,Insured,708000,23600,RCM,5,1180,300,25080,,USR-0096,Normal,Closed
BKG-4475,2026-08-16,BR-005,CUST-0144,"Gate 1, Indore","Warehouse, Mumbai",Indore,Mumbai,PVC granules,8.3,199,249 bags,Not insured,0,9400,RCM,5,470,0,9870,,USR-0050,Normal,Closed
BKG-4476,2026-08-31,BR-002,CUST-0164,"Gate 4, Delhi","Warehouse, Mumbai",Delhi,Mumbai,Agro produce,8,240,160 bags,Not insured,0,13500,RCM,5,675,0,14175,Deliver before 18:00,USR-0086,Normal,Confirmed
BKG-4477,2026-08-14,BR-016,CUST-0193,"Gate 2, Bengaluru","Warehouse, Gurugram",Bengaluru,Gurugram,Construction hardware,5.3,106,159 pkgs,Not insured,0,12400,RCM,5,620,0,13020,Deliver before 18:00,USR-0133,Normal,Closed
BKG-4478,2026-08-26,BR-015,CUST-0024,"Gate 2, Kolkata","Warehouse, Morbi",Kolkata,Morbi,Steel coils,17.6,317,422 coils,Insured,1092000,36400,FCM,18,6552,460,43412,Deliver before 18:00,USR-0148,Normal,Vehicle Allocated
BKG-4479,2026-08-01,BR-001,CUST-0007,"Gate 4, Nagpur","Warehouse, Raipur",Nagpur,Raipur,PVC granules,7.7,139,231 bags,Not insured,0,7300,FCM,18,1314,0,8614,,USR-0091,Normal,Closed
BKG-4480,2026-08-08,BR-004,CUST-0120,"Gate 3, Pune","Godown, Surat",Pune,Surat,Polymer granules,12.9,387,310 bags,Insured,333000,11100,RCM,5,555,140,11795,Tarpaulin required,USR-0053,Normal,Delivered
BKG-4481,2026-07-22,BR-015,CUST-0195,"Gate 1, Kolkata","Godown, Jaipur",Kolkata,Jaipur,Copper wire coils,21,630,420 coils,Insured,1053000,35100,FCM,12,4212,440,39752,,USR-0068,Priority,Closed
BKG-4482,2026-08-14,BR-013,CUST-0184,"Gate 3, Ahmedabad","Godown, Pune",Ahmedabad,Pune,FMCG cartons,3.4,82,61 pkgs,Insured,162000,5400,RCM,5,270,70,5740,Handle with care · fragile packaging,USR-0134,Normal,Closed
BKG-4483,2026-08-24,BR-005,CUST-0056,"Gate 3, Indore","Depot, Raipur",Indore,Raipur,Polymer granules,16.1,290,322 bags,Not insured,0,17400,FCM,18,3132,0,20532,,USR-0141,Normal,Delivered
BKG-4484,2026-08-05,BR-010,CUST-0019,"Gate 3, Nashik","Depot, Nagpur",Nashik,Nagpur,FMCG cartons,6.4,154,128 pkgs,Not insured,0,8100,FCM,12,972,0,9072,Handle with care · fragile packaging,USR-0092,Priority,Closed
BKG-4485,2026-08-03,BR-006,CUST-0114,"Gate 2, Raipur","Warehouse, Bhopal",Raipur,Bhopal,FMCG cartons,6.6,119,119 pkgs,Not insured,0,7900,RCM,5,395,0,8295,Deliver before 18:00,USR-0143,Normal,Closed
BKG-4486,2026-08-02,BR-016,CUST-0049,"Gate 3, Bengaluru","Depot, Bhopal",Bengaluru,Bhopal,Cement bags — OPC 53 grade,25.9,466,777 bags,Insured,1140000,38000,RCM,5,1900,480,40380,Tarpaulin required,USR-0136,Normal,Closed
BKG-4487,2026-08-30,BR-014,CUST-0214,"Gate 2, Hyderabad","Godown, Pune",Hyderabad,Pune,Cement bags — OPC 53 grade,7.8,187,234 bags,Not insured,0,9000,RCM,5,450,0,9450,,USR-0060,Normal,Vehicle Allocated
BKG-4488,2026-08-11,BR-004,CUST-0131,"Gate 5, Pune","Depot, Delhi",Pune,Delhi,Agro produce,3.3,79,59 bags,Not insured,0,7100,RCM,5,355,0,7455,,USR-0043,Normal,Closed
BKG-4489,2026-08-24,BR-011,CUST-0119,"Gate 3, Bhopal","Godown, Bengaluru",Bhopal,Bengaluru,Cement bags — OPC 53 grade,14.1,254,282 bags,Not insured,0,21900,RCM,5,1095,0,22995,Deliver before 18:00,USR-0074,Priority,In Transit
BKG-4490,2026-08-27,BR-009,CUST-0208,"Gate 1, Kanpur","Godown, Kolkata",Kanpur,Kolkata,Polymer granules,4.4,106,88 bags,Not insured,0,7700,RCM,5,385,0,8085,,USR-0129,Normal,Vehicle Allocated
BKG-4491,2026-08-17,BR-015,CUST-0160,"Gate 4, Kolkata","Godown, Lucknow",Kolkata,Lucknow,Cement bags — OPC 53 grade,21.5,430,645 bags,Not insured,0,27300,RCM,5,1365,0,28665,,USR-0061,Normal,Delivered
BKG-4492,2026-08-28,BR-011,CUST-0154,"Gate 2, Bhopal","Depot, Nagpur",Bhopal,Nagpur,Polymer granules,10.2,204,245 bags,Not insured,0,9100,FCM,18,1638,0,10738,Tarpaulin required,USR-0078,Normal,In Transit
BKG-4493,2026-08-26,BR-006,CUST-0114,"Gate 2, Raipur","Warehouse, Delhi",Raipur,Delhi,Packaged goods,11.4,342,274 pkgs,Not insured,0,16100,RCM,5,805,0,16905,,USR-0066,Priority,In Transit
BKG-4494,2026-07-21,BR-001,CUST-0105,"Gate 5, Nagpur","Godown, Morbi",Nagpur,Morbi,Copper wire coils,18.9,567,340 coils,Insured,720000,24000,RCM,5,1200,300,25500,Handle with care · fragile packaging,USR-0084,Priority,Closed
BKG-4495,2026-07-28,BR-010,CUST-0121,"Gate 1, Nashik","Godown, Kolkata",Nashik,Kolkata,Agro produce,4,96,72 bags,Insured,279000,9300,FCM,18,1674,120,11094,,USR-0073,Priority,Closed
BKG-4496,2026-08-07,BR-012,CUST-0006,"Gate 3, Lucknow","Godown, Surat",Lucknow,Surat,Cement bags — OPC 53 grade,21.4,514,642 bags,Insured,897000,29900,RCM,5,1495,370,31765,,USR-0082,Priority,Closed
BKG-4497,2026-07-11,BR-015,CUST-0160,"Gate 4, Kolkata","Depot, Lucknow",Kolkata,Lucknow,Construction hardware,13.9,278,334 pkgs,Insured,555000,18500,RCM,5,925,230,19655,Tarpaulin required,USR-0138,Normal,Delivered
BKG-4498,2026-09-01,BR-009,CUST-0015,"Gate 2, Kanpur","Godown, Pune",Kanpur,Pune,Ceramic tiles,25.8,619,774 boxes,Insured,1110000,37000,RCM,5,1850,460,39310,Tarpaulin required,USR-0062,Normal,Draft
BKG-4499,2026-08-26,BR-001,CUST-0093,"Gate 2, Nagpur","Depot, Gurugram",Nagpur,Gurugram,Construction hardware,9.4,282,169 pkgs,Insured,390000,13000,FCM,12,1560,160,14720,Tarpaulin required,USR-0136,Priority,In Transit
BKG-4500,2026-09-01,BR-015,CUST-0195,"Gate 1, Kolkata","Depot, Morbi",Kolkata,Morbi,Cement bags — OPC 53 grade,21.1,380,633 bags,Insured,1296000,43200,FCM,12,5184,540,48924,,USR-0132,Normal,Confirmed
BKG-4501,2026-07-14,BR-004,CUST-0067,"Gate 1, Pune","Depot, Nagpur",Pune,Nagpur,Steel coils,23.6,566,566 coils,Insured,732000,24400,RCM,5,1220,300,25920,,USR-0059,Priority,Closed
BKG-4502,2026-08-14,BR-006,CUST-0157,"Gate 6, Raipur","Depot, Bengaluru",Raipur,Bengaluru,Steel coils,20.7,414,414 coils,Not insured,0,28600,RCM,5,1430,0,30030,Tarpaulin required,USR-0131,Normal,Closed
BKG-4503,2026-07-04,BR-014,CUST-0002,"Gate 5, Hyderabad","Warehouse, Bengaluru",Hyderabad,Bengaluru,Agro produce,8.9,267,267 bags,Not insured,0,9800,RCM,5,490,0,10290,,USR-0135,Normal,Closed
BKG-4504,2026-08-15,BR-013,CUST-0017,"Gate 3, Ahmedabad","Depot, Jaipur",Ahmedabad,Jaipur,Packaged goods,13,312,234 pkgs,Insured,411000,13700,FCM,12,1644,170,15514,Tarpaulin required,USR-0142,Normal,Closed
BKG-4505,2026-08-23,BR-010,CUST-0116,"Gate 4, Nashik","Godown, Delhi",Nashik,Delhi,Agro produce,5.9,106,142 bags,Insured,300000,10000,RCM,5,500,120,10620,Handle with care · fragile packaging,USR-0138,Normal,Delivered
BKG-4506,2026-08-13,BR-014,CUST-0050,"Gate 1, Hyderabad","Depot, Nashik",Hyderabad,Nashik,Textile bales,12.7,254,381 bales,Insured,414000,13800,RCM,5,690,170,14660,Deliver before 18:00,USR-0093,Priority,Delivered
BKG-4507,2026-08-17,BR-011,CUST-0061,"Gate 5, Bhopal","Depot, Jaipur",Bhopal,Jaipur,Ceramic tiles,6.7,134,201 boxes,Insured,231000,7700,FCM,12,924,100,8724,Deliver before 18:00,USR-0067,Normal,Closed
BKG-4508,2026-08-28,BR-009,CUST-0208,"Gate 1, Kanpur","Warehouse, Bhopal",Kanpur,Bhopal,Steel coils,11.6,232,209 coils,Not insured,0,11700,RCM,5,585,0,12285,Handle with care · fragile packaging,USR-0144,Normal,In Transit
BKG-4509,2026-07-24,BR-004,CUST-0066,"Gate 5, Pune","Depot, Mumbai",Pune,Mumbai,TMT bars,17.4,313,418 bundles,Insured,336000,11200,RCM,5,560,140,11900,Tarpaulin required,USR-0061,Normal,Cancelled
BKG-4510,2026-08-22,BR-011,CUST-0061,"Gate 5, Bhopal","Warehouse, Lucknow",Bhopal,Lucknow,Construction hardware,4.7,85,141 pkgs,Not insured,0,6500,FCM,12,780,0,7280,,USR-0053,Normal,Delivered
BKG-4511,2026-07-30,BR-011,CUST-0209,"Gate 2, Bhopal","Warehouse, Nashik",Bhopal,Nashik,Ceramic tiles,11.7,211,211 boxes,Not insured,0,12400,RCM,5,620,0,13020,Deliver before 18:00,USR-0126,Priority,Delivered
BKG-4512,2026-07-12,BR-004,CUST-0073,"Gate 4, Pune","Warehouse, Indore",Pune,Indore,PVC granules,6.1,183,183 bags,Insured,228000,7600,FCM,12,912,100,8612,,USR-0071,Priority,Closed
BKG-4513,2026-08-03,BR-001,CUST-0205,"Gate 3, Nagpur","Godown, Gurugram",Nagpur,Gurugram,Cement bags — OPC 53 grade,15.1,272,272 bags,Not insured,0,19300,RCM,5,965,0,20265,,USR-0085,Normal,Delivered
BKG-4514,2026-08-28,BR-001,CUST-0140,"Gate 6, Nagpur","Godown, Gurugram",Nagpur,Gurugram,TMT bars,15.8,316,474 bundles,Not insured,0,20100,RCM,5,1005,0,21105,Tarpaulin required,USR-0132,Normal,Vehicle Allocated
BKG-4515,2026-07-18,BR-004,CUST-0120,"Gate 3, Pune","Godown, Kanpur",Pune,Kanpur,TMT bars,21.2,509,636 bundles,Insured,927000,30900,RCM,5,1545,390,32835,Handle with care · fragile packaging,USR-0078,Priority,Closed
BKG-4516,2026-08-29,BR-013,CUST-0172,"Gate 1, Ahmedabad","Warehouse, Kanpur",Ahmedabad,Kanpur,Textile bales,6.6,132,158 bales,Insured,300000,10000,RCM,5,500,120,10620,,USR-0140,Normal,In Transit
BKG-4517,2026-08-03,BR-008,CUST-0169,"Gate 3, Surat","Depot, Kanpur",Surat,Kanpur,Polymer granules,7.3,131,175 bags,Insured,342000,11400,RCM,5,570,140,12110,Handle with care · fragile packaging,USR-0063,Normal,Delivered
BKG-4518,2026-08-10,BR-015,CUST-0195,"Gate 1, Kolkata","Warehouse, Pune",Kolkata,Pune,Agro produce,12.8,307,384 bags,Not insured,0,24800,FCM,12,2976,0,27776,Deliver before 18:00,USR-0128,Normal,Closed
BKG-4519,2026-08-10,BR-005,CUST-0038,"Gate 3, Indore","Warehouse, Raipur",Indore,Raipur,Packaged goods,5.8,104,139 pkgs,Insured,237000,7900,RCM,5,395,100,8395,,USR-0073,Normal,Closed
BKG-4520,2026-07-28,BR-008,CUST-0203,"Gate 5, Surat","Depot, Kanpur",Surat,Kanpur,Textile bales,9.6,192,230 bales,Not insured,0,14200,RCM,5,710,0,14910,Handle with care · fragile packaging,USR-0066,Normal,Closed
BKG-4521,2026-07-23,BR-012,CUST-0082,"Gate 2, Lucknow","Warehouse, Hyderabad",Lucknow,Hyderabad,Ceramic tiles,24.5,588,588 boxes,Insured,1044000,34800,RCM,5,1740,440,36980,Handle with care · fragile packaging,USR-0132,Priority,Delivered
BKG-4522,2026-08-13,BR-016,CUST-0063,"Gate 1, Bengaluru","Depot, Kanpur",Bengaluru,Kanpur,Construction hardware,14.6,292,292 pkgs,Not insured,0,27300,RCM,5,1365,0,28665,Tarpaulin required,USR-0095,Priority,Closed
BKG-4523,2026-07-24,BR-013,CUST-0146,"Gate 3, Ahmedabad","Godown, Morbi",Ahmedabad,Morbi,Construction hardware,12.6,302,252 pkgs,Not insured,0,9500,RCM,5,475,0,9975,Handle with care · fragile packaging,USR-0063,Normal,Delivered
BKG-4524,2026-08-28,BR-017,CUST-0152,"Gate 3, Gurugram","Godown, Surat",Gurugram,Surat,Copper wire coils,10.8,194,216 coils,Insured,456000,15200,RCM,5,760,190,16150,Handle with care · fragile packaging,USR-0079,Normal,Vehicle Allocated
BKG-4525,2026-07-07,BR-010,CUST-0096,"Gate 4, Nashik","Warehouse, Jaipur",Nashik,Jaipur,Construction hardware,13.6,326,272 pkgs,Not insured,0,17100,RCM,5,855,0,17955,Deliver before 18:00,USR-0141,Priority,Closed
BKG-4526,2026-07-14,BR-010,CUST-0136,"Gate 3, Nashik","Depot, Kanpur",Nashik,Kanpur,FMCG cartons,11.6,278,232 pkgs,Insured,504000,16800,FCM,12,2016,210,19026,Deliver before 18:00,USR-0073,Normal,Delivered
BKG-4527,2026-07-20,BR-007,CUST-0047,"Gate 2, Jaipur","Warehouse, Lucknow",Jaipur,Lucknow,PVC granules,13.6,245,245 bags,Insured,417000,13900,RCM,5,695,170,14765,Tarpaulin required,USR-0125,Normal,Delivered
BKG-4528,2026-08-18,BR-005,CUST-0048,"Gate 2, Indore","Warehouse, Raipur",Indore,Raipur,Packaged goods,6.3,189,113 pkgs,Insured,249000,8300,RCM,5,415,100,8815,,USR-0053,Priority,Closed
BKG-4529,2026-08-24,BR-007,CUST-0100,"Gate 4, Jaipur","Depot, Surat",Jaipur,Surat,Packaged goods,10.7,193,214 pkgs,Insured,396000,13200,FCM,12,1584,160,14944,Deliver before 18:00,USR-0118,Normal,Delivered
BKG-4530,2026-08-21,BR-017,CUST-0152,"Gate 3, Gurugram","Depot, Nashik",Gurugram,Nashik,Cement bags — OPC 53 grade,4.2,84,76 bags,Not insured,0,7700,RCM,5,385,0,8085,Handle with care · fragile packaging,USR-0056,Normal,In Transit
BKG-4531,2026-08-03,BR-005,CUST-0056,"Gate 3, Indore","Depot, Bhopal",Indore,Bhopal,Agro produce,14.9,358,268 bags,Insured,318000,10600,FCM,18,1908,130,12638,Deliver before 18:00,USR-0133,Priority,Closed
