employee_id,date,status,trip_no,leave_type
EMP-0049,2026-08-17,P,,
EMP-0049,2026-08-18,A,,
EMP-0049,2026-08-19,L,,CL
EMP-0049,2026-08-20,A,,
EMP-0049,2026-08-21,A,,
EMP-0049,2026-08-22,A,,
EMP-0049,2026-08-23,off,,
EMP-0049,2026-08-24,P,,
EMP-0049,2026-08-25,P,,
EMP-0049,2026-08-26,L,,CL
EMP-0049,2026-08-27,L,,CL
EMP-0049,2026-08-28,P,,
EMP-0049,2026-08-29,P,,
EMP-0049,2026-08-30,off,,
EMP-0049,2026-08-31,P,,
EMP-0049,2026-09-01,P,,
EMP-0050,2026-08-03,L,,CL
EMP-0050,2026-08-04,P,,
EMP-0050,2026-08-05,P,,
EMP-0050,2026-08-06,P,,
EMP-0050,2026-08-07,P,,
EMP-0050,2026-08-08,P,,
EMP-0050,2026-08-09,off,,
EMP-0050,2026-08-10,P,,
EMP-0050,2026-08-11,P,,
EMP-0050,2026-08-12,P,,
EMP-0050,2026-08-13,P,,
EMP-0050,2026-08-14,P,,
EMP-0050,2026-08-15,P,,
EMP-0050,2026-08-16,off,,
EMP-0050,2026-08-17,P,,
EMP-0050,2026-08-18,P,,
EMP-0050,2026-08-19,P,,
EMP-0050,2026-08-20,P,,
EMP-0050,2026-08-21,L,,CL
EMP-0050,2026-08-22,A,,
EMP-0050,2026-08-23,off,,
EMP-0050,2026-08-24,P,,
EMP-0050,2026-08-25,P,,
EMP-0050,2026-08-26,P,,
EMP-0050,2026-08-27,P,,
EMP-0050,2026-08-28,P,,
EMP-0050,2026-08-29,P,,
EMP-0050,2026-08-30,off,,
EMP-0050,2026-08-31,P,,
EMP-0050,2026-09-01,P,,
EMP-0051,2026-08-03,A,,
EMP-0051,2026-08-04,P,,
EMP-0051,2026-08-05,A,,
EMP-0051,2026-08-06,P,,
EMP-0051,2026-08-07,P,,
EMP-0051,2026-08-08,P,,
EMP-0051,2026-08-09,off,,
EMP-0051,2026-08-10,P,,
EMP-0051,2026-08-11,P,,
EMP-0051,2026-08-12,P,,
EMP-0051,2026-08-13,P,,
EMP-0051,2026-08-14,P,,
EMP-0051,2026-08-15,P,,
EMP-0051,2026-08-16,off,,
EMP-0051,2026-08-17,P,,
EMP-0051,2026-08-18,A,,
EMP-0051,2026-08-19,P,,
EMP-0051,2026-08-20,P,,
EMP-0051,2026-08-21,P,,
EMP-0051,2026-08-22,P,,
EMP-0051,2026-08-23,off,,
EMP-0051,2026-08-24,P,,
EMP-0051,2026-08-25,A,,
EMP-0051,2026-08-26,P,,
EMP-0051,2026-08-27,P,,
EMP-0051,2026-08-28,L,,CL
EMP-0051,2026-08-29,P,,
EMP-0051,2026-08-30,off,,
EMP-0051,2026-08-31,P,,
EMP-0051,2026-09-01,P,,
EMP-0052,2026-08-03,P,,
EMP-0052,2026-08-04,P,,
EMP-0052,2026-08-05,P,,
EMP-0052,2026-08-06,P,,
EMP-0052,2026-08-07,P,,
EMP-0052,2026-08-08,P,,
EMP-0052,2026-08-09,off,,
EMP-0052,2026-08-10,P,,
EMP-0052,2026-08-11,P,,
EMP-0052,2026-08-12,P,,
EMP-0052,2026-08-13,P,,
EMP-0052,2026-08-14,P,,
EMP-0052,2026-08-15,P,,
EMP-0052,2026-08-16,off,,
EMP-0052,2026-08-17,P,,
EMP-0052,2026-08-18,P,,
EMP-0052,2026-08-19,P,,
EMP-0052,2026-08-20,P,,
EMP-0052,2026-08-21,P,,
EMP-0052,2026-08-22,P,,
EMP-0052,2026-08-23,off,,
EMP-0052,2026-08-24,P,,
EMP-0052,2026-08-25,P,,
EMP-0052,2026-08-26,P,,
EMP-0052,2026-08-27,P,,
EMP-0052,2026-08-28,A,,
EMP-0052,2026-08-29,P,,
EMP-0052,2026-08-30,off,,
EMP-0052,2026-08-31,A,,
EMP-0052,2026-09-01,P,,
EMP-0053,2026-08-03,P,,
EMP-0053,2026-08-04,P,,
EMP-0053,2026-08-05,A,,
EMP-0053,2026-08-06,A,,
EMP-0053,2026-08-07,A,,
EMP-0053,2026-08-08,P,,
EMP-0053,2026-08-09,off,,
EMP-0053,2026-08-10,P,,
EMP-0053,2026-08-11,P,,
EMP-0053,2026-08-12,P,,
EMP-0053,2026-08-13,P,,
EMP-0053,2026-08-14,P,,
EMP-0053,2026-08-15,P,,
EMP-0053,2026-08-16,off,,
EMP-0053,2026-08-17,L,,CL
EMP-0053,2026-08-18,P,,
EMP-0053,2026-08-19,P,,
EMP-0053,2026-08-20,P,,
EMP-0053,2026-08-21,A,,
EMP-0053,2026-08-22,P,,
EMP-0053,2026-08-23,off,,
EMP-0053,2026-08-24,A,,
EMP-0053,2026-08-25,P,,
EMP-0053,2026-08-26,P,,
EMP-0053,2026-08-27,P,,
EMP-0053,2026-08-28,P,,
EMP-0053,2026-08-29,P,,
EMP-0053,2026-08-30,off,,
EMP-0053,2026-08-31,P,,
EMP-0053,2026-09-01,P,,
EMP-0054,2026-08-03,P,,
EMP-0054,2026-08-04,P,,
EMP-0054,2026-08-05,P,,
EMP-0054,2026-08-06,A,,
EMP-0054,2026-08-07,P,,
EMP-0054,2026-08-08,P,,
EMP-0054,2026-08-09,off,,
EMP-0054,2026-08-10,P,,
EMP-0054,2026-08-11,A,,
EMP-0054,2026-08-12,P,,
EMP-0054,2026-08-13,P,,
EMP-0054,2026-08-14,P,,
EMP-0054,2026-08-15,P,,
EMP-0054,2026-08-16,off,,
EMP-0054,2026-08-17,P,,
EMP-0054,2026-08-18,P,,
EMP-0054,2026-08-19,P,,
EMP-0054,2026-08-20,P,,
EMP-0054,2026-08-21,P,,
EMP-0054,2026-08-22,P,,
EMP-0054,2026-08-23,off,,
EMP-0054,2026-08-24,P,,
EMP-0054,2026-08-25,A,,
EMP-0054,2026-08-26,P,,
EMP-0054,2026-08-27,P,,
EMP-0054,2026-08-28,P,,
EMP-0054,2026-08-29,P,,
EMP-0054,2026-08-30,off,,
EMP-0054,2026-08-31,P,,
EMP-0054,2026-09-01,P,,
EMP-0055,2026-08-03,A,,
EMP-0055,2026-08-04,P,,
EMP-0055,2026-08-05,P,,
EMP-0055,2026-08-06,P,,
EMP-0055,2026-08-07,P,,
EMP-0055,2026-08-08,P,,
EMP-0055,2026-08-09,off,,
EMP-0055,2026-08-10,P,,
EMP-0055,2026-08-11,P,,
EMP-0055,2026-08-12,P,,
EMP-0055,2026-08-13,P,,
EMP-0055,2026-08-14,P,,
EMP-0055,2026-08-15,L,,SL
EMP-0055,2026-08-16,off,,
EMP-0055,2026-08-17,P,,
EMP-0055,2026-08-18,L,,CL
EMP-0055,2026-08-19,P,,
EMP-0055,2026-08-20,P,,
EMP-0055,2026-08-21,P,,
EMP-0055,2026-08-22,P,,
EMP-0055,2026-08-23,off,,
EMP-0055,2026-08-24,L,,CL
EMP-0055,2026-08-25,P,,
EMP-0055,2026-08-26,P,,
EMP-0055,2026-08-27,P,,
EMP-0055,2026-08-28,P,,
EMP-0055,2026-08-29,P,,
EMP-0055,2026-08-30,off,,
EMP-0055,2026-08-31,P,,
EMP-0055,2026-09-01,P,,
EMP-0056,2026-08-03,P,,
EMP-0056,2026-08-04,P,,
EMP-0056,2026-08-05,P,,
EMP-0056,2026-08-06,P,,
EMP-0056,2026-08-07,P,,
EMP-0056,2026-08-08,P,,
EMP-0056,2026-08-09,off,,
EMP-0056,2026-08-10,P,,
EMP-0056,2026-08-11,P,,
EMP-0056,2026-08-12,P,,
EMP-0056,2026-08-13,P,,
EMP-0056,2026-08-14,P,,
EMP-0056,2026-08-15,P,,
EMP-0056,2026-08-16,off,,
EMP-0056,2026-08-17,P,,
EMP-0056,2026-08-18,P,,
EMP-0056,2026-08-19,P,,
EMP-0056,2026-08-20,P,,
EMP-0056,2026-08-21,P,,
EMP-0056,2026-08-22,P,,
EMP-0056,2026-08-23,off,,
EMP-0056,2026-08-24,P,,
EMP-0056,2026-08-25,P,,
EMP-0056,2026-08-26,P,,
EMP-0056,2026-08-27,P,,
EMP-0056,2026-08-28,P,,
EMP-0056,2026-08-29,A,,
EMP-0056,2026-08-30,off,,
EMP-0056,2026-08-31,P,,
EMP-0056,2026-09-01,P,,
EMP-0057,2026-08-03,P,,
EMP-0057,2026-08-04,P,,
EMP-0057,2026-08-05,P,,
EMP-0057,2026-08-06,A,,
EMP-0057,2026-08-07,P,,
EMP-0057,2026-08-08,A,,
EMP-0057,2026-08-09,off,,
EMP-0057,2026-08-10,L,,EL
EMP-0057,2026-08-11,P,,
EMP-0057,2026-08-12,P,,
EMP-0057,2026-08-13,P,,
EMP-0057,2026-08-14,P,,
EMP-0057,2026-08-15,P,,
EMP-0057,2026-08-16,off,,
EMP-0057,2026-08-17,P,,
EMP-0057,2026-08-18,L,,CL
EMP-0057,2026-08-19,P,,
EMP-0057,2026-08-20,P,,
EMP-0057,2026-08-21,P,,
EMP-0057,2026-08-22,P,,
EMP-0057,2026-08-23,off,,
EMP-0057,2026-08-24,P,,
EMP-0057,2026-08-25,A,,
EMP-0057,2026-08-26,P,,
EMP-0057,2026-08-27,P,,
EMP-0057,2026-08-28,P,,
EMP-0057,2026-08-29,P,,
EMP-0057,2026-08-30,off,,
EMP-0057,2026-08-31,P,,
EMP-0057,2026-09-01,L,,CL
EMP-0058,2026-08-03,P,,
EMP-0058,2026-08-04,P,,
EMP-0058,2026-08-05,P,,
EMP-0058,2026-08-06,L,,EL
EMP-0058,2026-08-07,L,,EL
EMP-0058,2026-08-08,A,,
EMP-0058,2026-08-09,off,,
EMP-0058,2026-08-10,P,,
EMP-0058,2026-08-11,P,,
EMP-0058,2026-08-12,L,,EL
EMP-0058,2026-08-13,P,,
EMP-0058,2026-08-14,A,,
EMP-0058,2026-08-15,P,,
EMP-0058,2026-08-16,off,,
EMP-0058,2026-08-17,L,,EL
EMP-0058,2026-08-18,P,,
EMP-0058,2026-08-19,A,,
EMP-0058,2026-08-20,P,,
EMP-0058,2026-08-21,P,,
EMP-0058,2026-08-22,P,,
EMP-0058,2026-08-23,off,,
EMP-0058,2026-08-24,P,,
EMP-0058,2026-08-25,P,,
EMP-0058,2026-08-26,P,,
EMP-0058,2026-08-27,P,,
EMP-0058,2026-08-28,P,,
EMP-0058,2026-08-29,P,,
EMP-0058,2026-08-30,off,,
EMP-0058,2026-08-31,P,,
EMP-0058,2026-09-01,P,,
EMP-0059,2026-08-03,P,,
EMP-0059,2026-08-04,P,,
EMP-0059,2026-08-05,A,,
EMP-0059,2026-08-06,L,,CL
EMP-0059,2026-08-07,P,,
EMP-0059,2026-08-08,P,,
EMP-0059,2026-08-09,off,,
EMP-0059,2026-08-10,L,,EL
EMP-0059,2026-08-11,P,,
EMP-0059,2026-08-12,P,,
EMP-0059,2026-08-13,A,,
EMP-0059,2026-08-14,L,,EL
EMP-0059,2026-08-15,P,,
EMP-0059,2026-08-16,off,,
EMP-0059,2026-08-17,P,,
EMP-0059,2026-08-18,P,,
EMP-0059,2026-08-19,P,,
EMP-0059,2026-08-20,P,,
EMP-0059,2026-08-21,P,,
EMP-0059,2026-08-22,P,,
EMP-0059,2026-08-23,off,,
EMP-0059,2026-08-24,A,,
EMP-0059,2026-08-25,P,,
EMP-0059,2026-08-26,P,,
EMP-0059,2026-08-27,P,,
EMP-0059,2026-08-28,P,,
EMP-0059,2026-08-29,A,,
EMP-0059,2026-08-30,off,,
EMP-0059,2026-08-31,L,,EL
EMP-0059,2026-09-01,P,,
EMP-0060,2026-08-03,L,,CL
EMP-0060,2026-08-04,A,,
EMP-0060,2026-08-05,L,,CL
EMP-0060,2026-08-06,P,,
EMP-0060,2026-08-07,P,,
EMP-0060,2026-08-08,P,,
EMP-0060,2026-08-09,off,,
EMP-0060,2026-08-10,P,,
EMP-0060,2026-08-11,P,,
EMP-0060,2026-08-12,P,,
EMP-0060,2026-08-13,P,,
EMP-0060,2026-08-14,P,,
EMP-0060,2026-08-15,P,,
EMP-0060,2026-08-16,off,,
EMP-0060,2026-08-17,L,,EL
EMP-0060,2026-08-18,L,,CL
EMP-0060,2026-08-19,P,,
EMP-0060,2026-08-20,P,,
EMP-0060,2026-08-21,P,,
EMP-0060,2026-08-22,P,,
EMP-0060,2026-08-23,off,,
EMP-0060,2026-08-24,P,,
EMP-0060,2026-08-25,L,,SL
EMP-0060,2026-08-26,P,,
EMP-0060,2026-08-27,P,,
EMP-0060,2026-08-28,P,,
EMP-0060,2026-08-29,P,,
EMP-0060,2026-08-30,off,,
EMP-0060,2026-08-31,P,,
EMP-0060,2026-09-01,P,,
EMP-0061,2026-08-03,P,,
EMP-0061,2026-08-04,P,,
EMP-0061,2026-08-05,P,,
EMP-0061,2026-08-06,P,,
EMP-0061,2026-08-07,P,,
EMP-0061,2026-08-08,P,,
EMP-0061,2026-08-09,off,,
EMP-0061,2026-08-10,A,,
EMP-0061,2026-08-11,P,,
EMP-0061,2026-08-12,P,,
EMP-0061,2026-08-13,P,,
EMP-0061,2026-08-14,P,,
EMP-0061,2026-08-15,P,,
EMP-0061,2026-08-16,off,,
EMP-0061,2026-08-17,A,,
EMP-0061,2026-08-18,L,,SL
EMP-0061,2026-08-19,P,,
EMP-0061,2026-08-20,P,,
EMP-0061,2026-08-21,P,,
EMP-0061,2026-08-22,P,,
EMP-0061,2026-08-23,off,,
EMP-0061,2026-08-24,P,,
EMP-0061,2026-08-25,P,,
EMP-0061,2026-08-26,P,,
EMP-0061,2026-08-27,L,,SL
EMP-0061,2026-08-28,P,,
EMP-0061,2026-08-29,P,,
EMP-0061,2026-08-30,off,,
EMP-0061,2026-08-31,P,,
EMP-0061,2026-09-01,A,,
EMP-0062,2026-08-03,P,,
EMP-0062,2026-08-04,P,,
EMP-0062,2026-08-05,P,,
EMP-0062,2026-08-06,P,,
EMP-0062,2026-08-07,P,,
EMP-0062,2026-08-08,P,,
EMP-0062,2026-08-09,off,,
EMP-0062,2026-08-10,P,,
EMP-0062,2026-08-11,L,,EL
EMP-0062,2026-08-12,P,,
EMP-0062,2026-08-13,P,,
EMP-0062,2026-08-14,P,,
EMP-0062,2026-08-15,P,,
EMP-0062,2026-08-16,off,,
EMP-0062,2026-08-17,P,,
EMP-0062,2026-08-18,P,,
EMP-0062,2026-08-19,P,,
EMP-0062,2026-08-20,P,,
EMP-0062,2026-08-21,P,,
EMP-0062,2026-08-22,P,,
EMP-0062,2026-08-23,off,,
EMP-0062,2026-08-24,P,,
EMP-0062,2026-08-25,L,,CL
EMP-0062,2026-08-26,P,,
EMP-0062,2026-08-27,P,,
EMP-0062,2026-08-28,P,,
EMP-0062,2026-08-29,P,,
EMP-0062,2026-08-30,off,,
EMP-0062,2026-08-31,P,,
EMP-0062,2026-09-01,P,,
EMP-0063,2026-08-03,P,,
EMP-0063,2026-08-04,P,,
EMP-0063,2026-08-05,P,,
EMP-0063,2026-08-06,P,,
EMP-0063,2026-08-07,P,,
EMP-0063,2026-08-08,P,,
EMP-0063,2026-08-09,off,,
EMP-0063,2026-08-10,P,,
EMP-0063,2026-08-11,P,,
EMP-0063,2026-08-12,P,,
EMP-0063,2026-08-13,P,,
EMP-0063,2026-08-14,P,,
EMP-0063,2026-08-15,L,,SL
EMP-0063,2026-08-16,off,,
EMP-0063,2026-08-17,P,,
EMP-0063,2026-08-18,P,,
EMP-0063,2026-08-19,P,,
EMP-0063,2026-08-20,P,,
EMP-0063,2026-08-21,P,,
EMP-0063,2026-08-22,P,,
EMP-0063,2026-08-23,off,,
EMP-0063,2026-08-24,P,,
EMP-0063,2026-08-25,P,,
EMP-0063,2026-08-26,L,,EL
EMP-0063,2026-08-27,P,,
EMP-0063,2026-08-28,P,,
EMP-0063,2026-08-29,P,,
EMP-0063,2026-08-30,off,,
EMP-0063,2026-08-31,P,,
EMP-0063,2026-09-01,A,,
EMP-0064,2026-08-03,P,,
EMP-0064,2026-08-04,P,,
EMP-0064,2026-08-05,P,,
EMP-0064,2026-08-06,P,,
EMP-0064,2026-08-07,P,,
EMP-0064,2026-08-08,P,,
EMP-0064,2026-08-09,off,,
EMP-0064,2026-08-10,P,,
EMP-0064,2026-08-11,P,,
EMP-0064,2026-08-12,P,,
EMP-0064,2026-08-13,P,,
EMP-0064,2026-08-14,P,,
EMP-0064,2026-08-15,P,,
EMP-0064,2026-08-16,off,,
EMP-0064,2026-08-17,L,,EL
EMP-0064,2026-08-18,P,,
EMP-0064,2026-08-19,P,,
EMP-0064,2026-08-20,L,,EL
EMP-0064,2026-08-21,P,,
EMP-0064,2026-08-22,P,,
EMP-0064,2026-08-23,off,,
EMP-0064,2026-08-24,P,,
EMP-0064,2026-08-25,P,,
EMP-0064,2026-08-26,P,,
EMP-0064,2026-08-27,P,,
EMP-0064,2026-08-28,P,,
EMP-0064,2026-08-29,A,,
EMP-0064,2026-08-30,off,,
EMP-0064,2026-08-31,P,,
EMP-0064,2026-09-01,P,,
EMP-0065,2026-08-03,P,,
EMP-0065,2026-08-04,P,,
EMP-0065,2026-08-05,P,,
EMP-0065,2026-08-06,P,,
EMP-0065,2026-08-07,P,,
EMP-0065,2026-08-08,P,,
EMP-0065,2026-08-09,off,,
EMP-0065,2026-08-10,P,,
EMP-0065,2026-08-11,A,,
EMP-0065,2026-08-12,P,,
EMP-0065,2026-08-13,P,,
EMP-0065,2026-08-14,P,,
EMP-0065,2026-08-15,P,,
EMP-0065,2026-08-16,off,,
EMP-0065,2026-08-17,A,,
EMP-0065,2026-08-18,P,,
EMP-0065,2026-08-19,P,,
EMP-0065,2026-08-20,P,,
EMP-0065,2026-08-21,P,,
EMP-0065,2026-08-22,P,,
EMP-0065,2026-08-23,off,,
EMP-0065,2026-08-24,P,,
EMP-0065,2026-08-25,P,,
EMP-0065,2026-08-26,P,,
EMP-0065,2026-08-27,A,,
EMP-0065,2026-08-28,P,,
EMP-0065,2026-08-29,P,,
EMP-0065,2026-08-30,off,,
EMP-0065,2026-08-31,A,,
EMP-0065,2026-09-01,P,,
EMP-0066,2026-08-03,P,,
EMP-0066,2026-08-04,P,,
EMP-0066,2026-08-05,L,,EL
EMP-0066,2026-08-06,L,,CL
EMP-0066,2026-08-07,A,,
EMP-0066,2026-08-08,P,,
EMP-0066,2026-08-09,off,,
EMP-0066,2026-08-10,P,,
EMP-0066,2026-08-11,P,,
EMP-0066,2026-08-12,P,,
EMP-0066,2026-08-13,P,,
EMP-0066,2026-08-14,P,,
EMP-0066,2026-08-15,P,,
EMP-0066,2026-08-16,off,,
EMP-0066,2026-08-17,P,,
EMP-0066,2026-08-18,A,,
EMP-0066,2026-08-19,P,,
EMP-0066,2026-08-20,P,,
EMP-0066,2026-08-21,P,,
EMP-0066,2026-08-22,P,,
EMP-0066,2026-08-23,off,,
EMP-0066,2026-08-24,P,,
EMP-0066,2026-08-25,P,,
EMP-0066,2026-08-26,P,,
EMP-0066,2026-08-27,A,,
EMP-0066,2026-08-28,P,,
EMP-0066,2026-08-29,P,,
EMP-0066,2026-08-30,off,,
EMP-0066,2026-08-31,P,,
EMP-0066,2026-09-01,P,,
EMP-0067,2026-08-03,L,,SL
EMP-0067,2026-08-04,P,,
EMP-0067,2026-08-05,P,,
EMP-0067,2026-08-06,A,,
EMP-0067,2026-08-07,P,,
EMP-0067,2026-08-08,L,,SL
EMP-0067,2026-08-09,off,,
EMP-0067,2026-08-10,P,,
EMP-0067,2026-08-11,P,,
EMP-0067,2026-08-12,P,,
EMP-0067,2026-08-13,P,,
EMP-0067,2026-08-14,P,,
EMP-0067,2026-08-15,P,,
EMP-0067,2026-08-16,off,,
EMP-0067,2026-08-17,P,,
EMP-0067,2026-08-18,P,,
EMP-0067,2026-08-19,P,,
EMP-0067,2026-08-20,P,,
EMP-0067,2026-08-21,P,,
EMP-0067,2026-08-22,A,,
EMP-0067,2026-08-23,off,,
EMP-0067,2026-08-24,P,,
EMP-0067,2026-08-25,P,,
EMP-0067,2026-08-26,P,,
EMP-0067,2026-08-27,P,,
EMP-0067,2026-08-28,P,,
EMP-0067,2026-08-29,P,,
EMP-0067,2026-08-30,off,,
EMP-0067,2026-08-31,P,,
EMP-0067,2026-09-01,P,,
EMP-0068,2026-08-03,L,,CL
EMP-0068,2026-08-04,P,,
EMP-0068,2026-08-05,P,,
EMP-0068,2026-08-06,L,,CL
EMP-0068,2026-08-07,P,,
EMP-0068,2026-08-08,P,,
EMP-0068,2026-08-09,off,,
EMP-0068,2026-08-10,P,,
EMP-0068,2026-08-11,P,,
EMP-0068,2026-08-12,A,,
EMP-0068,2026-08-13,A,,
EMP-0068,2026-08-14,P,,
EMP-0068,2026-08-15,L,,CL
EMP-0068,2026-08-16,off,,
EMP-0068,2026-08-17,P,,
EMP-0068,2026-08-18,P,,
EMP-0068,2026-08-19,P,,
EMP-0068,2026-08-20,P,,
EMP-0068,2026-08-21,L,,CL
EMP-0068,2026-08-22,L,,SL
EMP-0068,2026-08-23,off,,
EMP-0068,2026-08-24,P,,
EMP-0068,2026-08-25,P,,
EMP-0068,2026-08-26,P,,
EMP-0068,2026-08-27,L,,SL
EMP-0068,2026-08-28,P,,
EMP-0068,2026-08-29,L,,EL
EMP-0068,2026-08-30,off,,
EMP-0068,2026-08-31,P,,
EMP-0068,2026-09-01,P,,
EMP-0069,2026-08-03,P,,
EMP-0069,2026-08-04,A,,
EMP-0069,2026-08-05,P,,
EMP-0069,2026-08-06,P,,
EMP-0069,2026-08-07,P,,
EMP-0069,2026-08-08,P,,
EMP-0069,2026-08-09,off,,
EMP-0069,2026-08-10,P,,
EMP-0069,2026-08-11,L,,SL
EMP-0069,2026-08-12,A,,
EMP-0069,2026-08-13,P,,
EMP-0069,2026-08-14,P,,
EMP-0069,2026-08-15,P,,
EMP-0069,2026-08-16,off,,
EMP-0069,2026-08-17,A,,
EMP-0069,2026-08-18,P,,
EMP-0069,2026-08-19,A,,
EMP-0069,2026-08-20,A,,
EMP-0069,2026-08-21,P,,
EMP-0069,2026-08-22,P,,
EMP-0069,2026-08-23,off,,
EMP-0069,2026-08-24,P,,
EMP-0069,2026-08-25,P,,
EMP-0069,2026-08-26,P,,
EMP-0069,2026-08-27,P,,
EMP-0069,2026-08-28,P,,
EMP-0069,2026-08-29,P,,
EMP-0069,2026-08-30,off,,
EMP-0069,2026-08-31,P,,
EMP-0069,2026-09-01,P,,
EMP-0070,2026-08-03,L,,CL
EMP-0070,2026-08-04,P,,
EMP-0070,2026-08-05,P,,
EMP-0070,2026-08-06,P,,
EMP-0070,2026-08-07,P,,
EMP-0070,2026-08-08,L,,SL
EMP-0070,2026-08-09,off,,
EMP-0070,2026-08-10,P,,
EMP-0070,2026-08-11,P,,
EMP-0070,2026-08-12,P,,
EMP-0070,2026-08-13,P,,
EMP-0070,2026-08-14,A,,
EMP-0070,2026-08-15,P,,
EMP-0070,2026-08-16,off,,
EMP-0070,2026-08-17,P,,
EMP-0070,2026-08-18,P,,
EMP-0070,2026-08-19,L,,SL
EMP-0070,2026-08-20,P,,
EMP-0070,2026-08-21,P,,
EMP-0070,2026-08-22,L,,CL
EMP-0070,2026-08-23,off,,
EMP-0070,2026-08-24,P,,
EMP-0070,2026-08-25,P,,
EMP-0070,2026-08-26,A,,
EMP-0070,2026-08-27,P,,
EMP-0070,2026-08-28,P,,
EMP-0070,2026-08-29,P,,
EMP-0070,2026-08-30,off,,
EMP-0070,2026-08-31,P,,
EMP-0070,2026-09-01,P,,
EMP-0071,2026-08-03,P,,
EMP-0071,2026-08-04,L,,SL
EMP-0071,2026-08-05,P,,
EMP-0071,2026-08-06,P,,
EMP-0071,2026-08-07,P,,
EMP-0071,2026-08-08,P,,
EMP-0071,2026-08-09,off,,
EMP-0071,2026-08-10,P,,
EMP-0071,2026-08-11,P,,
EMP-0071,2026-08-12,P,,
EMP-0071,2026-08-13,P,,
EMP-0071,2026-08-14,P,,
EMP-0071,2026-08-15,P,,
EMP-0071,2026-08-16,off,,
EMP-0071,2026-08-17,P,,
EMP-0071,2026-08-18,P,,
EMP-0071,2026-08-19,P,,
EMP-0071,2026-08-20,P,,
EMP-0071,2026-08-21,A,,
EMP-0071,2026-08-22,P,,
EMP-0071,2026-08-23,off,,
EMP-0071,2026-08-24,P,,
EMP-0071,2026-08-25,P,,
EMP-0071,2026-08-26,P,,
EMP-0071,2026-08-27,A,,
EMP-0071,2026-08-28,P,,
EMP-0071,2026-08-29,P,,
EMP-0071,2026-08-30,off,,
EMP-0071,2026-08-31,P,,
EMP-0071,2026-09-01,P,,
EMP-0072,2026-08-03,A,,
EMP-0072,2026-08-04,P,,
EMP-0072,2026-08-05,P,,
EMP-0072,2026-08-06,P,,
EMP-0072,2026-08-07,P,,
EMP-0072,2026-08-08,P,,
EMP-0072,2026-08-09,off,,
EMP-0072,2026-08-10,P,,
EMP-0072,2026-08-11,P,,
EMP-0072,2026-08-12,L,,SL
EMP-0072,2026-08-13,P,,
EMP-0072,2026-08-14,P,,
EMP-0072,2026-08-15,P,,
EMP-0072,2026-08-16,off,,
EMP-0072,2026-08-17,P,,
EMP-0072,2026-08-18,P,,
EMP-0072,2026-08-19,P,,
EMP-0072,2026-08-20,P,,
EMP-0072,2026-08-21,P,,
EMP-0072,2026-08-22,P,,
EMP-0072,2026-08-23,off,,
EMP-0072,2026-08-24,P,,
EMP-0072,2026-08-25,P,,
EMP-0072,2026-08-26,P,,
EMP-0072,2026-08-27,P,,
EMP-0072,2026-08-28,P,,
EMP-0072,2026-08-29,P,,
EMP-0072,2026-08-30,off,,
EMP-0072,2026-08-31,L,,CL
EMP-0072,2026-09-01,P,,
EMP-0073,2026-08-03,P,,
EMP-0073,2026-08-04,P,,
EMP-0073,2026-08-05,P,,
EMP-0073,2026-08-06,A,,
EMP-0073,2026-08-07,P,,
EMP-0073,2026-08-08,P,,
EMP-0073,2026-08-09,off,,
EMP-0073,2026-08-10,P,,
EMP-0073,2026-08-11,P,,
EMP-0073,2026-08-12,P,,
EMP-0073,2026-08-13,P,,
EMP-0073,2026-08-14,P,,
EMP-0073,2026-08-15,P,,
EMP-0073,2026-08-16,off,,
EMP-0073,2026-08-17,P,,
EMP-0073,2026-08-18,L,,SL
EMP-0073,2026-08-19,P,,
EMP-0073,2026-08-20,P,,
EMP-0073,2026-08-21,P,,
EMP-0073,2026-08-22,P,,
EMP-0073,2026-08-23,off,,
EMP-0073,2026-08-24,P,,
EMP-0073,2026-08-25,P,,
EMP-0073,2026-08-26,L,,EL
EMP-0073,2026-08-27,P,,
EMP-0073,2026-08-28,P,,
EMP-0073,2026-08-29,P,,
EMP-0073,2026-08-30,off,,
EMP-0073,2026-08-31,P,,
EMP-0073,2026-09-01,P,,
EMP-0074,2026-08-03,P,,
EMP-0074,2026-08-04,P,,
EMP-0074,2026-08-05,P,,
EMP-0074,2026-08-06,P,,
EMP-0074,2026-08-07,P,,
EMP-0074,2026-08-08,L,,CL
EMP-0074,2026-08-09,off,,
EMP-0074,2026-08-10,P,,
EMP-0074,2026-08-11,P,,
EMP-0074,2026-08-12,P,,
EMP-0074,2026-08-13,P,,
EMP-0074,2026-08-14,L,,EL
EMP-0074,2026-08-15,P,,
EMP-0074,2026-08-16,off,,
EMP-0074,2026-08-17,A,,
EMP-0074,2026-08-18,P,,
EMP-0074,2026-08-19,P,,
EMP-0074,2026-08-20,P,,
EMP-0074,2026-08-21,A,,
EMP-0074,2026-08-22,P,,
EMP-0074,2026-08-23,off,,
EMP-0074,2026-08-24,P,,
EMP-0074,2026-08-25,P,,
EMP-0074,2026-08-26,P,,
EMP-0074,2026-08-27,P,,
EMP-0074,2026-08-28,P,,
EMP-0074,2026-08-29,A,,
EMP-0074,2026-08-30,off,,
EMP-0074,2026-08-31,P,,
EMP-0074,2026-09-01,P,,
EMP-0075,2026-08-03,P,,
EMP-0075,2026-08-04,P,,
EMP-0075,2026-08-05,A,,
EMP-0075,2026-08-06,P,,
