pincode,locality,city,state,lat,lon,offices,accuracy
606110,C  Keeranur,Cuddalore,Tamil Nadu,11.4643,79.349,7,4
606111,Avinangudi,Cuddalore,Tamil Nadu,11.4124,79.1892,9,4
606115,Aladi,Villupuram,Tamil Nadu,11.685,79.3512,6,4
606201,Ammaiagaram,Villupuram,Tamil Nadu,11.9734,79.2921,14,4
606202,Kallakurichi H.O,Villupuram,Tamil Nadu,11.6907,78.8791,1,1
606203,Kongarayapalayam,Villupuram,Tamil Nadu,11.6724,79.0596,9,4
606204,Ammakalathur,Villupuram,Tamil Nadu,11.6122,79.0082,11,4
606205,Komalur,Villupuram,Tamil Nadu,11.8356,79.0894,10,4
606206,Madur,Villupuram,Tamil Nadu,11.9734,79.2921,15,4
606207,Chellampattu,Villupuram,Tamil Nadu,11.8022,78.8409,13,4
606208,Alathur,Villupuram,Tamil Nadu,11.8346,78.9295,6,4
606209,Arampoondi,Villupuram,Tamil Nadu,11.7275,78.5874,13,4
606213,Agarakottalam,Villupuram,Tamil Nadu,11.7464,78.9801,13,4
606301,Anumanandal,Villupuram,Tamil Nadu,11.5539,78.8768,9,4
606302,Nallur (Cuddalore),Cuddalore,Tamil Nadu,11.535,79.2158,9,4
606303,Alathur,Cuddalore,Tamil Nadu,11.4409,78.9791,9,4
606304,Kaludur,Cuddalore,Tamil Nadu,11.6316,79.2232,9,4
606305,Asanur,Villupuram,Tamil Nadu,11.6413,79.1793,8,4
606401,Sankarapuram (Villupuram),Villupuram,Tamil Nadu,11.7776,79.135,15,4
606402,Pandalam (Villupuram),Villupuram,Tamil Nadu,11.9734,79.128,10,4
606601,Tiruvannamalai Bazaar,Tiruvannamalai,Tamil Nadu,12.2607,79.0515,7,1
606603,Ayyampalayam,Tiruvannamalai,Tamil Nadu,12.2607,79.0515,5,1
606604,Adaiyur,Tiruvannamalai,Tamil Nadu,12.2607,79.0515,6,4
606611,Kanalapadi,Tiruvannamalai,Tamil Nadu,12.2331,79.1176,6,4
606701,Chengam,Tiruvannamalai,Tamil Nadu,12.3089,78.7914,5,4
606702,Alathur,Tiruvannamalai,Tamil Nadu,12.2629,78.9215,7,1
606703,Andipattu,Tiruvannamalai,Tamil Nadu,12.2449,78.7171,9,4
606704,Pachal (Tiruvannamalai),Tiruvannamalai,Tamil Nadu,12.4672,79.2062,9,4
606705,Pudupalayam (Tiruvannamalai),Tiruvannamalai,Tamil Nadu,12.4311,79.1677,7,4
606706,Kolundampattu,Tiruvannamalai,Tamil Nadu,12.1889,78.861,5,4
606707,Edathanur,Tiruvannamalai,Tamil Nadu,12.1133,79.1647,7,4
606708,Athipadi,Tiruvannamalai,Tamil Nadu,12.2781,78.9699,14,4
606709,Arattavadi,Tiruvannamalai,Tamil Nadu,12.2335,78.8001,7,4
606710,Kallathur,Tiruvannamalai,Tamil Nadu,12.4437,78.9712,7,4
606751,Kalasapakkam,Tiruvannamalai,Tamil Nadu,12.4361,79.1236,10,4
606752,Mangalam (Tiruvannamalai),Tiruvannamalai,Tamil Nadu,12.4311,79.1677,7,4
606753,Elayankanni,Tiruvannamalai,Tamil Nadu,12.0894,79.0008,8,4
606754,Kallayee Sorathur,Tiruvannamalai,Tamil Nadu,12.1105,79.2411,7,4
606755,Avur,Tiruvannamalai,Tamil Nadu,12.4311,79.1677,8,4
606801,Chettupattu Polur,Tiruvannamalai,Tamil Nadu,12.4683,79.3534,5,4
606802,Devanampattu,Tiruvannamalai,Tamil Nadu,12.3812,79.0888,9,4
606803,Polur (Tiruvannamalai),Tiruvannamalai,Tamil Nadu,12.4986,79.1245,16,4
606804,Andampallam,Tiruvannamalai,Tamil Nadu,12.0885,79.1689,7,4
606805,Kalasthambadi,Tiruvannamalai,Tamil Nadu,12.3257,79.0719,4,4
606806,Arudirapattu,Tiruvannamalai,Tamil Nadu,12.0669,79.1198,5,4
606807,Arasampattu,Tiruvannamalai,Tamil Nadu,12.5496,79.3496,4,4
606808,Aradapattu,Tiruvannamalai,Tamil Nadu,12.1235,79.0786,6,4
606811,Allikondapattu,Tiruvannamalai,Tamil Nadu,12.2596,79.1535,7,4
606901,Adamangalam,Tiruvannamalai,Tamil Nadu,12.4311,79.1677,7,4
606902,Athurai,Tiruvannamalai,Tamil Nadu,12.4548,79.2574,10,4
606903,Kalambur,Tiruvannamalai,Tamil Nadu,12.6012,79.2373,8,4
606904,Allialamangalam,Tiruvannamalai,Tamil Nadu,12.4493,79.1944,6,4
606905,A K Padavedu,Tiruvannamalai,Tamil Nadu,12.4311,79.1677,7,4
606906,Elathur,Tiruvannamalai,Tamil Nadu,12.4632,79.0202,3,4
606907,Athuvambadi,Tiruvannamalai,Tamil Nadu,12.468,79.1844,7,4
606908,Kadaladi (Tiruvannamalai),Tiruvannamalai,Tamil Nadu,12.4042,78.965,4,4
607001,Cuddalore Court Buildings,Cuddalore,Tamil Nadu,11.7579,79.7655,6,4
607002,Tirupadiripuliyur,Cuddalore,Tamil Nadu,11.7312,79.5871,3,1
607003,Cuddalore Old Town,Cuddalore,Tamil Nadu,11.535,79.4509,13,4
607004,M.Pudur,Cuddalore,Tamil Nadu,11.7312,79.5871,3,1
607005,Sipcot Cuddalore,Cuddalore,Tamil Nadu,11.7312,79.5871,4,1
607006,Gundu Uppalavadi,Cuddalore,Tamil Nadu,11.754,79.7045,3,4
607101,Alagaperumalkuppam,Cuddalore,Tamil Nadu,11.7817,79.4509,11,4
607102,Badrakottai,Cuddalore,Tamil Nadu,11.7569,79.6238,8,4
607103,Arasadikkuppam,Cuddalore,Tamil Nadu,11.535,79.4509,7,4
607104,Elumedu,Cuddalore,Tamil Nadu,11.785,79.6175,6,4
607105,Gudithangi,Cuddalore,Tamil Nadu,11.5914,79.5381,8,4
607106,Anguchettipalayam,Cuddalore,Tamil Nadu,11.8516,79.5136,14,4
607107,Arasur,Villupuram,Tamil Nadu,11.8572,79.4251,8,4
607108,Bandarakottai,Cuddalore,Tamil Nadu,11.8294,79.4986,5,4
607109,Alaginatham,Cuddalore,Tamil Nadu,11.7849,79.7058,7,4
607112,Kilkavarappattu,Cuddalore,Tamil Nadu,11.5653,79.4509,4,4
607201,Eraiyur (Villupuram),Villupuram,Tamil Nadu,11.7901,79.2088,7,4
607202,Elavanasur,Villupuram,Tamil Nadu,11.7281,79.1915,5,4
607203,Emappur,Villupuram,Tamil Nadu,11.8908,79.3701,10,4
607204,Eswarakandanallur,Villupuram,Tamil Nadu,11.7615,79.3754,11,4
607205,Akkadavalli,Cuddalore,Tamil Nadu,11.7222,79.4909,8,4
607209,Amur,Villupuram,Tamil Nadu,11.8556,79.3224,6,4
607301,Ambalavananpettai,Cuddalore,Tamil Nadu,11.535,79.4509,14,4
607302,Adur Agaram,Cuddalore,Tamil Nadu,11.535,79.4509,11,4
607303,Karunguli,Cuddalore,Tamil Nadu,11.609,79.2645,7,4
607308,Gandhi Nagar (Cuddalore),Cuddalore,Tamil Nadu,11.535,79.4509,1,1
607401,Padirikuppam,Cuddalore,Tamil Nadu,11.535,79.4509,4,1
607402,Bahoor,Pondicherry,Pondicherry,11.9121,79.733,6,1
607403,Pillayarkuppam,Pondicherry,Pondicherry,11.9121,79.733,2,1
607801,"Block 1,Neyveli",Cuddalore,Tamil Nadu,11.6048,79.521,4,1
607802,A.Kuravankuppam,Cuddalore,Tamil Nadu,11.5795,79.6154,11,4
607803,"Block 18,Neyveli",Cuddalore,Tamil Nadu,11.6048,79.521,4,1
607804,Kotteri,Cuddalore,Tamil Nadu,11.5603,79.3977,5,4
607805,Iruppu,Cuddalore,Tamil Nadu,11.6587,79.4648,9,4
607807,"Block 29,Neyveli",Cuddalore,Tamil Nadu,11.6048,79.521,3,1
608001,Chidambaram Cutcherry,Cuddalore,Tamil Nadu,11.6327,79.4467,6,1
608002,Annamalai University,Cuddalore,Tamil Nadu,11.6327,79.4467,11,4
608102,C.Mutlur,Cuddalore,Tamil Nadu,11.4493,79.7668,8,4
608201,Ayyanur Akkaramangalam,Cuddalore,Tamil Nadu,11.4033,79.5779,9,4
608301,Arantangi,Cuddalore,Tamil Nadu,11.2836,79.5293,11,4
608302,C.Arasur,Cuddalore,Tamil Nadu,11.3332,79.6411,11,4
608303,Elleri,Cuddalore,Tamil Nadu,11.7497,79.4811,9,4
608304,Chettithangal,Cuddalore,Tamil Nadu,11.1928,79.5019,8,4
608305,Alkondanatham,Cuddalore,Tamil Nadu,11.361,79.5853,9,4
608306,Ayangudi,Cuddalore,Tamil Nadu,11.2234,79.5679,5,4
608401,Ammapettai,Cuddalore,Tamil Nadu,11.3482,79.6701,7,4
608501,B.Adivaraganallur,Cuddalore,Tamil Nadu,11.535,79.4509,11,4
608502,Agaram,Cuddalore,Tamil Nadu,11.4866,79.7527,5,4
608601,Azhisikudi,Cuddalore,Tamil Nadu,11.4486,79.6056,11,4
608602,C.Veeracholagam,Cuddalore,Tamil Nadu,11.4361,79.6523,8,4
608701,Kanur,Cuddalore,Tamil Nadu,11.3628,79.4837,12,4
608702,Agara Alambadi,Cuddalore,Tamil Nadu,11.4182,79.5099,11,4
608703,Kavanur,Cuddalore,Tamil Nadu,11.4248,79.3959,13,4
608704,Ambapuram,Cuddalore,Tamil Nadu,11.476,79.5623,9,4
608801,Adinarayananpuram,Cuddalore,Tamil Nadu,11.535,79.4509,9,4
608901,Alagapuram,Ariyalur,Tamil Nadu,11.2731,79.277,8,4
609001,Dharmapuram,Nagapattinam,Tamil Nadu,10.9275,79.698,10,4
609003,Chittarkadu,Nagapattinam,Tamil Nadu,11.1043,79.6272,6,4
609101,Achalpuram,Nagapattinam,Tamil Nadu,10.8494,79.7389,11,4
609102,Anaikaranchatram,Nagapattinam,Tamil Nadu,10.8494,79.7389,5,4
609103,Anandatandavapuram,Nagapattinam,Tamil Nadu,10.8494,79.7389,2,1
609104,Kadavasal,Nagapattinam,Tamil Nadu,11.2753,79.771,6,4
609105,Kaveripattinam (Nagapattinam),Nagapattinam,Tamil Nadu,11.151,79.8407,4,4
609106,Kilasattanathapuram,Nagapattinam,Tamil Nadu,11.2004,79.7938,8,4
609107,Kilaperumpallam,Nagapattinam,Tamil Nadu,10.8494,79.7389,5,1
609108,Erukkur,Nagapattinam,Tamil Nadu,11.2859,79.7058,7,4
609109,Annamperumalkoil,Nagapattinam,Tamil Nadu,11.1886,79.7498,6,4
609110,Sirkali H.O,Nagapattinam,Tamil Nadu,11.203,79.5887,1,1
609111,Arappakkam,Nagapattinam,Tamil Nadu,11.2664,79.7506,8,4
609112,Karkoil,Nagapattinam,Tamil Nadu,11.1955,79.6606,4,4
609113,Koolaiyar,Nagapattinam,Tamil Nadu,11.24,79.8371,2,4
609114,Manigramam,Nagapattinam,Tamil Nadu,11.1663,79.8115,3,4
609115,Edamanal,Nagapattinam,Tamil Nadu,11.2691,79.8008,5,4
609116,Elathur,Nagapattinam,Tamil Nadu,11.203,79.5887,5,1
609117,Athukudi,Nagapattinam,Tamil Nadu,10.8494,79.7389,7,4
609118,Alaveli,Nagapattinam,Tamil Nadu,10.8494,79.7389,6,4
609201,Ilanthope,Nagapattinam,Tamil Nadu,11.106,79.5953,2,1
609202,Kiloy,Nagapattinam,Tamil Nadu,11.2048,79.5702,4,4
609203,Arulmozhithevan,Nagapattinam,Tamil Nadu,11.1267,79.6036,8,4
609204,Athur,Nagapattinam,Tamil Nadu,11.106,79.5953,4,1
609205,Pulavanur,Nagapattinam,Tamil Nadu,10.8494,79.7389,3,4
609301,Akkur (Nagapattinam),Nagapattinam,Tamil Nadu,11.1036,79.8162,6,4
609302,Arangakudi,Nagapattinam,Tamil Nadu,11.1915,79.7129,3,1
609303,Ayappadi,Nagapattinam,Tamil Nadu,10.8494,79.7389,2,4
609304,Kanjanagaram,Nagapattinam,Tamil Nadu,11.1236,79.7366,5,4
609305,Mannampandal,Nagapattinam,Tamil Nadu,11.1033,79.6911,1,4
609306,Nalladai,Nagapattinam,Tamil Nadu,11.013,79.7451,3,4
609307,Chandrapadi,Nagapattinam,Tamil Nadu,10.9825,79.678,6,4
609308,Iluppur,Nagapattinam,Tamil Nadu,11.0182,79.7565,3,4
609309,Arupathy,Nagapattinam,Tamil Nadu,11.1039,79.7399,7,4
609310,Sendamangalam,Nagapattinam,Tamil Nadu,11.0378,79.7958,3,4
609311,Tirucadaiyur,Nagapattinam,Tamil Nadu,11.0562,79.7047,2,1
609312,Buthanur,Nagapattinam,Tamil Nadu,11.0562,79.7047,3,1
609313,Manickapangu,Nagapattinam,Tamil Nadu,11.0276,79.8543,2,4
609314,Vadakarai (Nagapattinam),Nagapattinam,Tamil Nadu,10.9854,79.5558,2,4
609401,Elandangudi,Nagapattinam,Tamil Nadu,11.05,79.6438,2,4
609402,Kiliyanur (Nagapattinam),Nagapattinam,Tamil Nadu,11.0391,79.6892,2,4
609403,A. Kiliyanur,Tiruvarur,Tamil Nadu,10.9843,79.6642,8,4
609404,Manganallur,Nagapattinam,Tamil Nadu,11.0307,79.6463,3,4
609405,Alathur,Tiruvarur,Tamil Nadu,10.9629,79.6608,4,4
609501,Eravancheri,Tiruvarur,Tamil Nadu,10.9306,79.5351,8,4
609502,Alangudi,Tiruvarur,Tamil Nadu,10.8987,79.6346,2,4
609503,Agarathirumalam,Tiruvarur,Tamil Nadu,10.9236,79.6908,8,4
609504,Panangudi,Tiruvarur,Tamil Nadu,10.8546,79.6397,3,4
609601,Ambagarathur,Karaikal,Pondicherry,10.9344,79.8021,4,4
609602,Karaikal,Karaikal,Pondicherry,10.9174,79.8258,5,4
609603,Kurumbagaram,Karaikal,Pondicherry,10.9742,79.7585,6,4
609604,Akkaraivattam,Karaikal,Pondicherry,10.9434,79.7558,3,1
609605,Karaikalmedu,Karaikal,Pondicherry,10.9434,79.7558,3,1
609606,T.R.Pattinam South,Karaikal,Pondicherry,10.9434,79.7558,2,1
609607,Karukkangudi,Karaikal,Pondicherry,10.9261,79.792,5,4
609608,Kollapuram,Tiruvarur,Tamil Nadu,10.959,79.7035,4,4
609609,Kottuchery,Karaikal,Pondicherry,10.9434,79.7558,3,1
609701,Enangudi,Nagapattinam,Tamil Nadu,10.8692,79.6716,3,4
609702,Ervadi,Nagapattinam,Tamil Nadu,10.8814,79.7353,6,4
609703,Agara Kondagai,Nagapattinam,Tamil Nadu,10.8434,79.7951,6,4
609704,Pillali,Nagapattinam,Tamil Nadu,10.8432,79.6968,4,4
609801,Alangudi,Nagapattinam,Tamil Nadu,10.8494,79.7389,7,4
609802,Narasinganpettai,Thanjavur,Tamil Nadu,11.003,79.4838,4,1
609803,Tiruvavaduthurai,Nagapattinam,Tamil Nadu,10.8494,79.7389,1,1
609804,Kanjanur,Thanjavur,Tamil Nadu,11.0388,79.49,4,4
609805,Edakiam,Nagapattinam,Tamil Nadu,11.0212,79.5939,4,4
609806,Malliyam,Nagapattinam,Tamil Nadu,11.0686,79.6233,4,4
609807,Kamakshipuram,Thanjavur,Tamil Nadu,11.0662,79.4359,6,4
609808,Terizhandur,Nagapattinam,Tamil Nadu,10.8494,79.7389,1,1
609810,Tiruvalangadu,Nagapattinam,Tamil Nadu,10.8494,79.7389,1,1
609811,Kali,Nagapattinam,Tamil Nadu,10.9829,79.6048,3,4
610001,Tiruvarur H.O,Tiruvarur,Tamil Nadu,10.6797,79.536,7,4
610003,Kekkarai,Tiruvarur,Tamil Nadu,10.6797,79.536,2,4
610004,Tiruvarur Collectorate,Tiruvarur,Tamil Nadu,10.6797,79.536,3,1
610005,Tiruvarur Central University,Tiruvarur,Tamil Nadu,10.6797,79.536,4,4
610101,Amur,Nagapattinam,Tamil Nadu,10.8213,79.7093,11,4
610102,Kamalapuram (Tiruvarur),Tiruvarur,Tamil Nadu,10.7333,79.5509,5,4
610103,Authur,Tiruvarur,Tamil Nadu,10.7724,79.4959,4,4
610104,ELVANGARGUDI,Tiruvarur,Tamil Nadu,10.7907,79.6012,4,4
610105,Achuthamangalam,Tiruvarur,Tamil Nadu,10.8923,79.5912,10,4
610106,Alivalam,Tiruvarur,Tamil Nadu,10.7512,79.6611,5,4
610107,Pakkamparuthiyur,Tiruvarur,Tamil Nadu,10.6797,79.536,6,4
610109,Pulivalam (Tiruvarur),Tiruvarur,Tamil Nadu,10.7525,79.6352,2,4
610201,Ammanur,Nagapattinam,Tamil Nadu,10.7646,79.6884,4,4
610202,Mavoor (Tiruvarur),Tiruvarur,Tamil Nadu,10.6374,79.6317,4,4
610203,Alathambadi,Tiruvarur,Tamil Nadu,10.5818,79.6384,7,4
610204,Ettukudi,Nagapattinam,Tamil Nadu,10.8494,79.7389,4,4
610205,Keeralathur,Tiruvarur,Tamil Nadu,10.6598,79.6237,3,4
610206,Harischandrapuram,Tiruvarur,Tamil Nadu,10.6836,79.5978,6,4
610207,Koilkannapur,Nagapattinam,Tamil Nadu,10.6519,79.6929,5,4
611001,Nagapattinam Bazaar,Nagapattinam,Tamil Nadu,10.8706,79.7716,3,1
611002,Durgashariff,Nagapattinam,Tamil Nadu,10.8549,79.7716,8,4
611003,Nagapattinam Collectorate,Nagapattinam,Tamil Nadu,10.8706,79.7716,2,1
611101,Adiakkamangalam,Tiruvarur,Tamil Nadu,10.746,79.6933,5,4
611102,Andanapettai,Nagapattinam,Tamil Nadu,10.8494,79.7389,5,1
611103,Karunkanni,Nagapattinam,Tamil Nadu,10.8494,79.7389,5,4
611104,Aliyur,Nagapattinam,Tamil Nadu,10.771,79.755,6,4
611105,Athipuliyur,Nagapattinam,Tamil Nadu,10.7411,79.7189,6,4
611106,Akkaraipettai,Nagapattinam,Tamil Nadu,10.7671,79.8306,4,4
611108,Sikkal (Nagapattinam),Nagapattinam,Tamil Nadu,11.0762,79.6213,7,4
611109,Thevur (Nagapattinam),Nagapattinam,Tamil Nadu,10.6961,79.7397,9,4
611110,Kameswaram,Nagapattinam,Tamil Nadu,10.6265,79.8118,4,4
611111,Prathabaramapuram,Nagapattinam,Tamil Nadu,10.6833,79.8333,5,4
611112,Koilpathu,Nagapattinam,Tamil Nadu,10.597,79.8349,6,4
612001,Krishnarayar Agraharam,Thanjavur,Tamil Nadu,10.9706,79.4063,10,4
612002,Melakaveri H.O,Thanjavur,Tamil Nadu,10.9706,79.4063,1,1
612101,Aduthurai,Thanjavur,Tamil Nadu,11.0068,79.4833,7,4
612102,Palakudi,Thanjavur,Tamil Nadu,10.6716,79.2413,4,4
612103,Ammachathiram,Thanjavur,Tamil Nadu,10.9858,79.4102,3,4
612104,Andalampettai,Thanjavur,Tamil Nadu,10.9763,79.4545,5,4
612105,Anaikudi,Thanjavur,Tamil Nadu,11.0097,79.4349,3,4
612106,Aralur,Thanjavur,Tamil Nadu,11.0852,79.526,2,4
612201,Anniyur,Nagapattinam,Tamil Nadu,10.8494,79.6387,6,4
612202,Ammangudi,Thanjavur,Tamil Nadu,10.9507,79.4744,5,4
612203,Kanjivoy,Nagapattinam,Tamil Nadu,10.9828,79.5873,6,4
612204,Ayyavadi,Thanjavur,Tamil Nadu,10.965,79.4354,5,4
612301,Adanur,Thanjavur,Tamil Nadu,10.9756,79.2986,5,4
612302,Baburajapuram,Thanjavur,Tamil Nadu,10.9569,79.3385,6,4
612303,Eraharam,Thanjavur,Tamil Nadu,10.981,79.338,3,4
612401,Annalagraharam,Thanjavur,Tamil Nadu,10.9443,79.4165,5,4
612402,Korukkaithottam,Thanjavur,Tamil Nadu,10.904,79.4078,4,4
612501,Asoor,Thanjavur,Tamil Nadu,10.6716,79.2413,6,4
612502,Lower Anicut,Thanjavur,Tamil Nadu,11.15,79.4803,3,4
612503,Atthiyur,Thanjavur,Tamil Nadu,10.6716,79.2413,6,4
612504,Koorchi,Thanjavur,Tamil Nadu,11.0677,79.4253,7,4
612601,Agaraohai,Tiruvarur,Tamil Nadu,10.6797,79.536,4,4
612602,Koohur,Thanjavur,Tamil Nadu,10.925,79.4502,7,4
612603,Arasavanangadu,Tiruvarur,Tamil Nadu,10.8301,79.5472,5,4
612604,Kandramanickam,Tiruvarur,Tamil Nadu,10.6797,79.536,7,4
612605,Injikollai,Thanjavur,Tamil Nadu,10.8853,79.307,6,4
612610,Kilapalaiyur,Tiruvarur,Tamil Nadu,10.6797,79.536,4,4
612701,Avoor,Tiruvarur,Tamil Nadu,10.9102,79.3393,3,4
612702,Darasuram,Thanjavur,Tamil Nadu,10.9499,79.3561,2,4
612703,Cholanmaligai,Thanjavur,Tamil Nadu,10.93,79.3477,4,1
612801,Alangudi-NID,Tiruvarur,Tamil Nadu,10.6797,79.536,5,1
612802,Avalivanallur,Tiruvarur,Tamil Nadu,10.8325,79.35,7,4
612803,Devangudi,Tiruvarur,Tamil Nadu,10.7307,79.4257,8,4
612804,Adichamangalam,Tiruvarur,Tamil Nadu,10.6797,79.536,10,1
612901,Ayuthakalam,Ariyalur,Tamil Nadu,11.1755,79.2468,10,4
612902,Anaikudam,Ariyalur,Tamil Nadu,11.1478,79.4053,6,4
612903,Alathipallam,Ariyalur,Tamil Nadu,11.2545,79.4883,12,4
612904,Idanganni,Ariyalur,Tamil Nadu,11.0929,79.3304,11,4
612905,Ulkottai,Tiruchirappalli,Tamil Nadu,10.8889,78.5704,1,1
613001,Thanjavur Bazaar,Thanjavur,Tamil Nadu,10.6716,79.2413,12,4
613002,Kalimedu,Thanjavur,Tamil Nadu,10.6716,79.2413,3,4
613003,Annappanpettai,Thanjavur,Tamil Nadu,10.8218,79.163,7,4
613004,Thanjavur Medical College,Thanjavur,Tamil Nadu,10.7741,79.0994,4,4
613005,Inayathukkanpatti,Thanjavur,Tamil Nadu,10.8553,79.1064,3,1
613006,Thanjavur P&t Colony,Thanjavur,Tamil Nadu,10.7049,79.1504,4,4
613007,Thanjavur Housing Unit,Thanjavur,Tamil Nadu,10.8553,79.1064,5,1
613008,Thanjavur North Gate,Thanjavur,Tamil Nadu,10.8553,79.1064,1,1
613009,Thanjavur West,Thanjavur,Tamil Nadu,10.9235,79.4329,3,4
613010,Tamil University,Thanjavur,Tamil Nadu,10.8553,79.1064,1,1
613101,Aimbadumelnagaram,Thanjavur,Tamil Nadu,10.8443,79.0174,7,4
613102,Indalur,Thanjavur,Tamil Nadu,10.6716,79.2413,6,4
613103,Kilathiruppanthuruthi,Thanjavur,Tamil Nadu,10.7531,78.9445,3,1
613104,Elangadu-TPL,Thanjavur,Tamil Nadu,10.8534,78.9718,12,4
613105,Koviladi-TPL,Thanjavur,Tamil Nadu,10.8681,78.955,5,4
613201,Kalyanapuram,Thanjavur,Tamil Nadu,10.874,79.1135,4,4
613202,Kandiyur,Thanjavur,Tamil Nadu,10.860900000000001,79.1083,2,4
613203,Maruvur,Thanjavur,Tamil Nadu,10.8822,79.0412,5,4
613204,Anaikudi,Thanjavur,Tamil Nadu,10.6716,79.2413,11,4
613205,Arkadu,Thanjavur,Tamil Nadu,10.6716,79.2413,3,4
613301,Akkachipatti,Pudukkottai,Tamil Nadu,10.4504,78.9232,14,4
613303,Kurungulam,Thanjavur,Tamil Nadu,10.6542,79.0995,4,4
613401,Tirumalaisamudram,Thanjavur,Tamil Nadu,10.7211,79.0136,3,4
613402,Achampatti,Thanjavur,Tamil Nadu,10.6716,79.2413,9,4
613403,Chennampatti,Thanjavur,Tamil Nadu,10.719,79.0619,5,4
613501,Kulichapattu,Thanjavur,Tamil Nadu,10.7581,79.201,5,4
613502,Jambugambalpuram,Thanjavur,Tamil Nadu,10.7423,79.2398,5,4
613503,Sri Pushpam College,Thanjavur,Tamil Nadu,10.7817,79.2462,1,1
613504,Arsuthipattu,Thanjavur,Tamil Nadu,10.8132,79.2721,8,4
613601,Alakkudi,Thanjavur,Tamil Nadu,10.7936,79.0573,5,4
613602,Aiyanapuram,Thanjavur,Tamil Nadu,10.6716,79.2413,10,4
613701,Ammayappan,Tiruvarur,Tamil Nadu,10.987,79.7217,5,4
613702,Attikkadai,Nagapattinam,Tamil Nadu,10.8575,79.6085,2,4
613703,Hanumanthapuram,Tiruvarur,Tamil Nadu,10.6797,79.536,8,4
613704,Kalyanamahadevi,Tiruvarur,Tamil Nadu,10.7335,79.6007,2,4
613705,Sellur (Tiruvarur),Tiruvarur,Tamil Nadu,10.8221,79.4681,4,4
614001,Gopalasamudram,Tiruvarur,Tamil Nadu,10.6797,79.536,9,4
614013,Idangankottai Keelaiyur,Tiruvarur,Tamil Nadu,10.7012,79.3633,5,4
614014,Karunavur,Tiruvarur,Tamil Nadu,10.6804,79.4321,7,4
614015,Kilakurichi,Tiruvarur,Tamil Nadu,10.6797,79.536,4,1
614016,Asesham,Tiruvarur,Tamil Nadu,10.6455,79.4202,7,4
614017,Elavanur,Tiruvarur,Tamil Nadu,10.6797,79.536,6,4
614018,Alankottai,Tiruvarur,Tamil Nadu,10.6797,79.536,11,4
614019,Arasapattu,Thanjavur,Tamil Nadu,10.7037,79.2922,14,4
614020,Painganadu,Tiruvarur,Tamil Nadu,10.5639,79.4808,3,4
614101,Koothanallur,Tiruvarur,Tamil Nadu,10.7026,79.5172,9,4
614102,Kudithangicheri,Tiruvarur,Tamil Nadu,10.7031,79.5113,3,4
614103,Adangudi,Tiruvarur,Tamil Nadu,10.7316,79.5065,3,4
614201,Ayyampet,Thanjavur,Tamil Nadu,10.8967,79.1943,1,4
614202,Ganapathi Agraharam,Thanjavur,Tamil Nadu,10.921,79.173,5,4
614203,Ilangarkudi,Thanjavur,Tamil Nadu,10.6716,79.2413,7,4
614204,Devarayanpettai,Thanjavur,Tamil Nadu,10.9163,79.2399,3,4
614205,Papanasam Bazaar,Thanjavur,Tamil Nadu,10.6716,79.2413,5,1
614206,Manangorai,Thanjavur,Tamil Nadu,10.8621,79.1586,6,4
614207,Rajaghiri,Thanjavur,Tamil Nadu,10.6716,79.2413,1,1
614208,Kiliyur,Thanjavur,Tamil Nadu,10.6716,79.2413,3,4
614210,Neduntheru,Thanjavur,Tamil Nadu,10.6716,79.2413,2,1
614211,Ayyampet R.S,Thanjavur,Tamil Nadu,10.6716,79.2413,2,1
614301,Melattur (Thanjavur),Thanjavur,Tamil Nadu,10.8489,79.2181,3,4
614302,Idaiyiruppu,Thanjavur,Tamil Nadu,10.8569,79.274,6,4
614303,Agaramangudi,Thanjavur,Tamil Nadu,10.8752,79.2223,4,4
614401,Ammapet,Thanjavur,Tamil Nadu,10.8025,79.3261,4,4
614402,Arundavapuram,Thanjavur,Tamil Nadu,10.7656,79.3219,6,4
614403,Adanur(KVN),Tiruvarur,Tamil Nadu,10.7687,79.3644,5,4
614404,Aravoor,Tiruvarur,Tamil Nadu,10.777,79.4346,10,4
614601,Pattukottai H.O,Thanjavur,Tamil Nadu,10.3986,79.2456,1,1
614602,Srinivasapuram (Thanjavur),Thanjavur,Tamil Nadu,10.3986,79.2456,16,4
614612,Ammanichatram,Thanjavur,Tamil Nadu,10.4574,79.2091,7,1
614613,Attivetti,Thanjavur,Tamil Nadu,10.4018,79.4078,9,4
614614,Akkaraivattam,Thanjavur,Tamil Nadu,10.4805,79.1966,8,4
614615,Aladikkumulai,Thanjavur,Tamil Nadu,10.4777,79.2669,5,4
614616,Aliyanilai,Pudukkottai,Tamil Nadu,10.0411,78.9235,17,4
614617,Ammapattinam,Pudukkottai,Tamil Nadu,10.187,79.0563,2,4
614618,Alinjiyendal,Pudukkottai,Tamil Nadu,10.3586,78.8812,8,4
614619,Bayamariyanendal,Pudukkottai,Tamil Nadu,10.3586,78.8812,4,1
614620,Edayathimangalam,Pudukkottai,Tamil Nadu,10.3586,78.8812,4,4
614621,Arasanagaripattinam,Pudukkottai,Tamil Nadu,10.5694,79.1339,6,4
614622,Arayapatti,Pudukkottai,Tamil Nadu,10.2561,78.9835,8,4
614623,Ammaiyandi,Thanjavur,Tamil Nadu,10.3062,79.14,4,4
614624,Avanathankottai,Pudukkottai,Tamil Nadu,10.3586,78.8812,14,4
